gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
RPL27,3.22E-12,-0.609792311,0.544,0.765,1.23E-07,-0.221,3.457440473,5.802230256,ENSG00000131469,17,+,protein_coding,no,ribosomal protein L27
RELB,3.24E-12,-0.290817594,0.063,0.257,1.24E-07,-0.194,0.079880557,0.32105391,ENSG00000104856,19,+,protein_coding,no,"RELB proto-oncogene, NF-kB subunit"
UGP2,3.26E-12,-0.607846889,0.236,0.487,1.24E-07,-0.251,0.627818721,1.480768193,ENSG00000169764,2,+,protein_coding,no,UDP-glucose pyrophosphorylase 2
IRF1,3.54E-12,-0.65068475,0.271,0.529,1.35E-07,-0.258,0.962821934,2.081459967,ENSG00000125347,5,-,protein_coding,no,interferon regulatory factor 1
SARS,3.62E-12,-0.340107232,0.217,0.505,1.38E-07,-0.288,0.560526221,0.975393175,ENSG00000031698,1,+,protein_coding,no,seryl-tRNA synthetase 1
RELA,3.64E-12,-0.316912432,0.171,0.428,1.39E-07,-0.257,0.439254378,0.792824205,ENSG00000173039,11,-,protein_coding,no,"RELA proto-oncogene, NF-kB subunit"
MAPRE1,3.69E-12,-0.34300423,0.157,0.406,1.41E-07,-0.249,0.299969343,0.648874768,ENSG00000101367,20,+,protein_coding,no,microtubule associated protein RP/EB family member 1
ENY2,3.70E-12,-0.540553575,0.296,0.572,1.41E-07,-0.276,0.837381018,1.672526781,ENSG00000120533,8,+,protein_coding,no,ENY2 transcription and export complex 2 subunit
ETF1,3.72E-12,-0.317148211,0.177,0.425,1.42E-07,-0.248,0.385901184,0.726646332,ENSG00000120705,5,-,protein_coding,no,eukaryotic translation termination factor 1
UBA52,3.79E-12,-0.476525328,0.533,0.789,1.44E-07,-0.256,4.007992752,5.968063649,ENSG00000221983,19,+,protein_coding,yes,ubiquitin A-52 residue ribosomal protein fusion product 1
LRRC75A,3.94E-12,-0.322567737,0.063,0.254,1.50E-07,-0.191,0.074104845,0.343226465,ENSG00000181350,17,-,protein_coding,no,leucine rich repeat containing 75A
NFATC2,4.02E-12,-0.348493095,0.068,0.27,1.53E-07,-0.202,0.189271353,0.514216007,ENSG00000101096,20,-,protein_coding,no,nuclear factor of activated T cells 2
ARL4A,4.02E-12,-0.473969446,0.302,0.588,1.53E-07,-0.286,1.22544084,2.090972022,ENSG00000122644,7,+,protein_coding,yes,ADP ribosylation factor like GTPase 4A
PPP2CA,4.04E-12,-0.358305849,0.191,0.447,1.54E-07,-0.256,0.414208323,0.812901453,ENSG00000113575,5,-,protein_coding,yes,protein phosphatase 2 catalytic subunit alpha
SEC11A,4.14E-12,-0.427278934,0.282,0.556,1.58E-07,-0.274,0.870450115,1.515184834,ENSG00000140612,15,-,protein_coding,no,"SEC11 homolog A, signal peptidase complex subunit"
BZW2,4.37E-12,-0.299606003,0.085,0.294,1.67E-07,-0.209,0.133979106,0.395710824,ENSG00000136261,7,+,protein_coding,no,basic leucine zipper and W2 domains 2
CST3,4.38E-12,-0.912072485,0.348,0.578,1.67E-07,-0.23,1.378638159,3.475994643,ENSG00000101439,20,-,protein_coding,yes,cystatin C
ALYREF,4.48E-12,-0.337037551,0.077,0.278,1.71E-07,-0.201,0.132799897,0.430907676,ENSG00000183684,17,-,protein_coding,no,Aly/REF export factor
CDV3,4.71E-12,-0.334366964,0.239,0.524,1.80E-07,-0.285,0.646293378,1.075686291,ENSG00000091527,3,+,protein_coding,yes,CDV3 homolog
STRAP,4.71E-12,-0.405505862,0.165,0.406,1.80E-07,-0.241,0.36198086,0.804016197,ENSG00000023734,12,+,protein_coding,no,serine/threonine kinase receptor associated protein
TIPARP,4.89E-12,-0.277881673,0.111,0.337,1.86E-07,-0.226,0.264108065,0.532621525,ENSG00000163659,3,+,protein_coding,no,TCDD inducible poly(ADP-ribose) polymerase
YWHAH,5.02E-12,-0.57097842,0.242,0.5,1.91E-07,-0.258,0.656189024,1.460319638,ENSG00000128245,22,+,protein_coding,yes,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
DST,5.21E-12,0.889009642,0.798,0.775,1.99E-07,0.023,10.13399733,5.012187888,ENSG00000151914,6,-,protein_coding,no,dystonin
RAB5IF,5.27E-12,-0.339384764,0.085,0.299,2.01E-07,-0.214,0.121856892,0.419392331,ENSG00000101084,20,+,protein_coding,no,RAB5 interacting factor
GABARAPL1,5.36E-12,-0.3985175,0.285,0.583,2.05E-07,-0.298,1.071207028,1.730167122,ENSG00000139112,12,+,protein_coding,no,GABA type A receptor associated protein like 1
CDH13,5.64E-12,-0.392518391,0.011,0.155,2.15E-07,-0.144,0.026867251,0.347951024,ENSG00000140945,16,+,protein_coding,yes,cadherin 13
RPL13A,5.79E-12,-0.472660917,0.766,0.912,2.21E-07,-0.146,9.824070778,14.02020075,ENSG00000142541,19,+,protein_coding,no,ribosomal protein L13a
VAPA,6.03E-12,-0.484190403,0.419,0.693,2.30E-07,-0.274,1.598961347,2.635428901,ENSG00000101558,18,+,protein_coding,yes,VAMP associated protein A
DDX47,6.04E-12,-0.134780804,0.009,0.15,2.30E-07,-0.141,0.032973671,0.134128639,ENSG00000213782,12,+,protein_coding,no,DEAD-box helicase 47
LARP6,6.41E-12,-0.198271658,0.043,0.219,2.45E-07,-0.176,0.056884036,0.212587409,ENSG00000166173,15,-,protein_coding,no,"La ribonucleoprotein 6, translational regulator"
PLCG2,6.44E-12,0.165515819,0.937,0.762,2.46E-07,0.175,33.8396554,30.06337392,ENSG00000197943,16,+,protein_coding,yes,phospholipase C gamma 2
CA8,6.70E-12,-0.166336944,0.003,0.134,2.56E-07,-0.131,0.003120827,0.125707752,ENSG00000178538,8,-,protein_coding,no,carbonic anhydrase 8
AAMP,6.95E-12,-0.239347717,0.111,0.34,2.65E-07,-0.229,0.202909935,0.419985644,ENSG00000127837,2,-,protein_coding,yes,angio associated migratory cell protein
MLF2,7.07E-12,-0.305553948,0.131,0.366,2.70E-07,-0.235,0.244148515,0.537634552,ENSG00000089693,12,-,protein_coding,no,myeloid leukemia factor 2
SNRPB,7.25E-12,-0.391866256,0.211,0.455,2.76E-07,-0.244,0.512539562,0.984587448,ENSG00000125835,20,-,protein_coding,no,small nuclear ribonucleoprotein polypeptides B and B1
OSTC,7.41E-12,-0.197699508,0.162,0.414,2.83E-07,-0.252,0.431254717,0.641460412,ENSG00000198856,4,+,protein_coding,no,oligosaccharyltransferase complex non-catalytic subunit
PSMA2,7.46E-12,-0.227339261,0.134,0.366,2.85E-07,-0.232,0.341889045,0.570914486,ENSG00000106588,7,-,protein_coding,no,proteasome 20S subunit alpha 2
AHSA1,7.47E-12,-0.345038916,0.117,0.342,2.85E-07,-0.225,0.252506434,0.590915192,ENSG00000100591,14,+,protein_coding,no,activator of HSP90 ATPase activity 1
OLA1,7.52E-12,-0.253795052,0.108,0.329,2.87E-07,-0.221,0.218046328,0.452324722,ENSG00000138430,2,-,protein_coding,no,Obg like ATPase 1
ABCA1,7.54E-12,-0.551137808,0.066,0.254,2.87E-07,-0.188,0.154947443,0.69227615,ENSG00000165029,9,-,protein_coding,yes,ATP binding cassette subfamily A member 1
ARL5B,7.60E-12,-0.391505783,0.157,0.404,2.90E-07,-0.247,0.471980404,0.930887685,ENSG00000165997,10,+,protein_coding,no,ADP ribosylation factor like GTPase 5B
KANK3,7.85E-12,-0.405908198,0.214,0.484,3.00E-07,-0.27,0.528309979,1.024892595,ENSG00000186994,19,-,protein_coding,no,KN motif and ankyrin repeat domains 3
SIVA1,8.04E-12,-0.321260309,0.182,0.447,3.07E-07,-0.265,0.414608501,0.767442334,ENSG00000184990,14,+,protein_coding,no,SIVA1 apoptosis inducing factor
PPP1R14B,8.10E-12,-0.301958028,0.108,0.332,3.09E-07,-0.224,0.17722035,0.451296623,ENSG00000173457,11,-,protein_coding,no,protein phosphatase 1 regulatory inhibitor subunit 14B
EIF3G,8.42E-12,-0.368804878,0.231,0.497,3.21E-07,-0.266,0.593845686,1.058105352,ENSG00000130811,19,-,protein_coding,no,eukaryotic translation initiation factor 3 subunit G
TP53BP2,8.87E-12,-0.174503045,0.077,0.283,3.38E-07,-0.206,0.203718272,0.358487053,ENSG00000143514,1,-,protein_coding,no,tumor protein p53 binding protein 2
MAP2K3,8.92E-12,-0.373290173,0.128,0.356,3.40E-07,-0.228,0.31096633,0.698099275,ENSG00000034152,17,+,protein_coding,no,mitogen-activated protein kinase kinase 3
ADAM15,8.93E-12,-0.35898346,0.248,0.532,3.41E-07,-0.284,1.174380068,1.788690053,ENSG00000143537,1,+,protein_coding,yes,ADAM metallopeptidase domain 15
CDK2AP1,9.33E-12,-0.193682665,0.046,0.222,3.56E-07,-0.176,0.048459047,0.199100995,ENSG00000111328,12,-,protein_coding,no,cyclin dependent kinase 2 associated protein 1
NIP7,9.38E-12,-0.181178956,0.051,0.233,3.58E-07,-0.182,0.09955128,0.246682286,ENSG00000132603,16,+,protein_coding,no,nucleolar pre-rRNA processing protein NIP7
GTF3C6,9.53E-12,-0.23399969,0.085,0.291,3.64E-07,-0.206,0.137820875,0.338180888,ENSG00000155115,6,+,protein_coding,no,general transcription factor IIIC subunit 6
NR1D1,9.55E-12,-0.434170372,0.142,0.372,3.64E-07,-0.23,0.313658429,0.774928087,ENSG00000126368,17,-,protein_coding,no,nuclear receptor subfamily 1 group D member 1
BTG3,1.01E-11,-0.410845653,0.162,0.398,3.83E-07,-0.236,0.343632624,0.786312369,ENSG00000154640,21,-,protein_coding,no,BTG anti-proliferation factor 3
BCL6B,1.01E-11,-0.243239579,0.04,0.211,3.85E-07,-0.171,0.080919256,0.279427446,ENSG00000161940,17,+,protein_coding,no,BCL6B transcription repressor
TPM1,1.01E-11,0.889591987,0.67,0.572,3.85E-07,0.098,4.449178437,1.941285334,ENSG00000140416,15,+,protein_coding,no,tropomyosin 1
PLAUR,1.07E-11,-0.303137347,0.026,0.179,4.07E-07,-0.153,0.019171507,0.257478904,ENSG00000011422,19,-,protein_coding,yes,"plasminogen activator, urokinase receptor"
SRF,1.08E-11,-0.29750646,0.068,0.262,4.13E-07,-0.194,0.115162879,0.370555646,ENSG00000112658,6,+,protein_coding,no,serum response factor
ADI1,1.11E-11,-0.227443621,0.105,0.324,4.24E-07,-0.219,0.187224997,0.389953861,ENSG00000182551,2,-,protein_coding,yes,acireductone dioxygenase 1
XIST,1.12E-11,-0.773006483,0.003,0.131,4.28E-07,-0.128,0.01724578,0.738297217,ENSG00000229807,X,-,lncRNA,no,X inactive specific transcript
BCAR1,1.13E-11,-0.376131479,0.177,0.428,4.32E-07,-0.251,0.416470674,0.838376438,ENSG00000050820,16,-,protein_coding,yes,"BCAR1 scaffold protein, Cas family member"
SOD1,1.16E-11,-0.533011174,0.313,0.575,4.42E-07,-0.262,0.993633081,1.884679597,ENSG00000142168,21,+,protein_coding,yes,superoxide dismutase 1
GPIHBP1,1.16E-11,1.021852485,0.339,0.142,4.43E-07,0.197,2.013860658,0.484276871,ENSG00000277494,8,+,protein_coding,yes,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
UBE2D1,1.17E-11,-0.31278937,0.123,0.345,4.45E-07,-0.222,0.296818018,0.610786639,ENSG00000072401,10,+,protein_coding,no,ubiquitin conjugating enzyme E2 D1
LYVE1,1.21E-11,-0.344612238,0,0.123,4.60E-07,-0.123,0,0.269809642,ENSG00000133800,11,-,protein_coding,yes,lymphatic vessel endothelial hyaluronan receptor 1
LAMB1,1.23E-11,-0.17754118,0.048,0.233,4.69E-07,-0.185,0.157290721,0.308843413,ENSG00000091136,7,-,protein_coding,no,laminin subunit beta 1
DIAPH1,1.28E-11,-0.27791927,0.16,0.409,4.90E-07,-0.249,0.528233983,0.852899608,ENSG00000131504,5,-,protein_coding,yes,diaphanous related formin 1
KLF10,1.29E-11,-0.374838986,0.208,0.465,4.92E-07,-0.257,0.706660375,1.21301768,ENSG00000155090,8,-,protein_coding,no,Kruppel like factor 10
MT-CO3,1.30E-11,-0.460697649,0.983,0.989,4.97E-07,-0.006,45.59662606,63.12661015,ENSG00000198938,MT,+,protein_coding,no,mitochondrially encoded cytochrome c oxidase III
RPL18,1.33E-11,-0.651575563,0.635,0.799,5.07E-07,-0.164,6.079932362,10.12174409,ENSG00000063177,19,-,protein_coding,no,ribosomal protein L18
FAM162A,1.35E-11,-0.418916423,0.131,0.356,5.13E-07,-0.225,0.230390495,0.644937405,ENSG00000114023,3,+,protein_coding,no,family with sequence similarity 162 member A
EIF3L,1.45E-11,-0.439639285,0.234,0.487,5.53E-07,-0.253,0.542500022,1.09203907,ENSG00000100129,22,+,protein_coding,no,eukaryotic translation initiation factor 3 subunit L
BSG,1.50E-11,-0.312779897,0.248,0.537,5.74E-07,-0.289,0.756002657,1.181128737,ENSG00000172270,19,+,protein_coding,yes,basigin (Ok blood group)
SLC25A6,1.53E-11,-0.58406381,0.345,0.58,5.85E-07,-0.235,1.044126444,2.064280256,ENSG00000169100,X,-,protein_coding,no,solute carrier family 25 member 6
IFT20,1.60E-11,-0.27453942,0.094,0.305,6.11E-07,-0.211,0.213782956,0.468201404,ENSG00000109083,17,-,protein_coding,no,intraflagellar transport 20
HLA-E,1.63E-11,0.455630628,0.954,0.968,6.22E-07,-0.014,27.15882265,19.53317018,ENSG00000204592,6,+,protein_coding,yes,"major histocompatibility complex, class I, E"
SLC16A3,1.67E-11,-0.293017351,0.066,0.254,6.37E-07,-0.188,0.162889594,0.424772409,ENSG00000141526,17,+,protein_coding,yes,solute carrier family 16 member 3
TFB2M,1.68E-11,-0.137854342,0.017,0.163,6.40E-07,-0.146,0.019010054,0.121183663,ENSG00000162851,1,-,protein_coding,no,"transcription factor B2, mitochondrial"
MT2A,1.69E-11,-0.987586264,0.271,0.535,6.46E-07,-0.264,1.564438502,4.084934668,ENSG00000125148,16,+,protein_coding,no,metallothionein 2A
PFDN4,1.70E-11,-0.141765316,0.068,0.265,6.49E-07,-0.197,0.135243741,0.252462492,ENSG00000101132,20,+,protein_coding,no,prefoldin subunit 4
RPL7,1.84E-11,-0.555961257,0.627,0.802,7.01E-07,-0.175,5.567868588,8.655737922,ENSG00000147604,8,-,protein_coding,no,ribosomal protein L7
NFKBIB,1.87E-11,-0.111072909,0.074,0.275,7.15E-07,-0.201,0.191539596,0.286899868,ENSG00000104825,19,+,protein_coding,no,NFKB inhibitor beta
KITLG,1.89E-11,-0.292222128,0.088,0.289,7.20E-07,-0.201,0.192870964,0.460700215,ENSG00000049130,12,-,protein_coding,yes,KIT ligand
HSP90AA1,1.97E-11,-0.291254964,0.781,0.906,7.51E-07,-0.125,14.05978885,17.42872813,ENSG00000080824,14,-,protein_coding,yes,heat shock protein 90 alpha family class A member 1
SERP1,2.01E-11,-0.516479774,0.311,0.564,7.65E-07,-0.253,0.891619818,1.705887645,ENSG00000120742,3,-,protein_coding,no,stress associated endoplasmic reticulum protein 1
MXD1,2.08E-11,-0.164998618,0.063,0.254,7.93E-07,-0.191,0.207016425,0.353264576,ENSG00000059728,2,+,protein_coding,no,MAX dimerization protein 1
DAP,2.13E-11,-0.2069554,0.157,0.406,8.12E-07,-0.249,0.405604805,0.622418973,ENSG00000112977,5,-,protein_coding,no,death associated protein
RBM7,2.13E-11,-0.282702073,0.123,0.348,8.13E-07,-0.225,0.258218612,0.530586608,ENSG00000076053,11,+,protein_coding,no,RNA binding motif protein 7
ARMCX1,2.14E-11,-0.282941724,0.088,0.297,8.16E-07,-0.209,0.179283533,0.434802684,ENSG00000126947,X,+,protein_coding,no,armadillo repeat containing X-linked 1
PLEKHO2,2.19E-11,-0.275452938,0.1,0.313,8.34E-07,-0.213,0.196069973,0.447692033,ENSG00000241839,15,+,protein_coding,no,pleckstrin homology domain containing O2
CRY1,2.22E-11,-0.200383655,0.057,0.241,8.47E-07,-0.184,0.10683381,0.271756329,ENSG00000008405,12,-,protein_coding,no,cryptochrome circadian regulator 1
MALL,2.29E-11,-0.573048459,0.157,0.38,8.74E-07,-0.223,0.385690831,1.061441993,ENSG00000144063,2,-,protein_coding,yes,"mal, T cell differentiation protein like"
MEIS2,2.30E-11,-0.21536913,0.048,0.225,8.77E-07,-0.177,0.159594357,0.34629013,ENSG00000134138,15,-,protein_coding,no,Meis homeobox 2
C6orf62,2.31E-11,-0.489167097,0.302,0.572,8.79E-07,-0.27,1.001370406,1.809192128,ENSG00000112308,6,-,protein_coding,no,chromosome 6 open reading frame 62
VCAN,2.36E-11,-0.332887711,0.023,0.174,9.00E-07,-0.151,0.127197056,0.419740699,ENSG00000038427,5,+,protein_coding,no,versican
STMN1,2.39E-11,-0.243267542,0.083,0.283,9.12E-07,-0.2,0.252041586,0.4820047,ENSG00000117632,1,-,protein_coding,no,stathmin 1
ASNA1,2.54E-11,-0.227498358,0.06,0.238,9.70E-07,-0.178,0.056477254,0.236926748,ENSG00000198356,19,+,protein_coding,no,"guided entry of tail-anchored proteins factor 3, ATPase"
ACACB,2.60E-11,0.873930734,0.416,0.222,9.94E-07,0.194,1.715735003,0.4818629,ENSG00000076555,12,+,protein_coding,no,acetyl-CoA carboxylase beta
DLL1,2.61E-11,-0.445066705,0.108,0.326,9.95E-07,-0.218,0.351780115,0.840282438,ENSG00000198719,6,-,protein_coding,yes,delta like canonical Notch ligand 1
BLOC1S1,2.64E-11,-0.190506402,0.114,0.332,1.01E-06,-0.218,0.235639958,0.410068092,ENSG00000135441,12,+,protein_coding,no,biogenesis of lysosomal organelles complex 1 subunit 1
GBP2,2.89E-11,-0.479824244,0.265,0.535,1.10E-06,-0.27,0.70895167,1.38325916,ENSG00000162645,1,-,protein_coding,no,guanylate binding protein 2
LAMA5,2.89E-11,-0.317000021,0.171,0.425,1.10E-06,-0.254,0.623697495,1.022700751,ENSG00000130702,20,-,protein_coding,no,laminin subunit alpha 5
SIK1,2.90E-11,-0.384672854,0.026,0.176,1.11E-06,-0.15,0.034307502,0.350354333,ENSG00000142178,21,-,protein_coding,no,salt inducible kinase 1
HBP1,2.99E-11,-0.347345878,0.231,0.495,1.14E-06,-0.264,0.62567967,1.068218901,ENSG00000105856,7,+,protein_coding,no,HMG-box transcription factor 1
APOPT1,3.14E-11,-0.149623165,0.037,0.203,1.20E-06,-0.166,0.081500625,0.199686677,ENSG00000256053,14,+,protein_coding,no,cytochrome c oxidase assembly factor 8
RPS26,3.16E-11,-0.581971221,0.578,0.821,1.20E-06,-0.243,4.698067019,7.529397356,ENSG00000197728,12,+,protein_coding,no,ribosomal protein S26
DANCR,3.22E-11,-0.15971538,0.097,0.307,1.23E-06,-0.21,0.241552436,0.386896929,ENSG00000226950,4,+,lncRNA,no,differentiation antagonizing non-protein coding RNA
TMEM263,3.23E-11,-0.25459854,0.151,0.39,1.23E-06,-0.239,0.286747247,0.53509425,ENSG00000151135,12,+,protein_coding,no,transmembrane protein 263
COPS3,3.37E-11,-0.152346624,0.074,0.267,1.29E-06,-0.193,0.111591468,0.235395765,ENSG00000141030,17,-,protein_coding,no,COP9 signalosome subunit 3
CASP3,3.52E-11,-0.205547549,0.114,0.337,1.34E-06,-0.223,0.290981965,0.488662173,ENSG00000164305,4,-,protein_coding,no,caspase 3
FADS3,3.68E-11,-0.210103523,0.085,0.286,1.41E-06,-0.201,0.146508427,0.326247914,ENSG00000221968,11,-,protein_coding,no,fatty acid desaturase 3
CDR2,4.25E-11,-0.198151733,0.054,0.23,1.62E-06,-0.176,0.073708198,0.23178776,ENSG00000140743,16,-,protein_coding,no,cerebellar degeneration related protein 2
ARL4D,4.33E-11,-0.233660403,0.051,0.225,1.65E-06,-0.174,0.089071802,0.280546353,ENSG00000175906,17,+,protein_coding,yes,ADP ribosylation factor like GTPase 4D
CYTH2,4.59E-11,-0.230918427,0.123,0.342,1.75E-06,-0.219,0.264379703,0.483853033,ENSG00000105443,19,+,protein_coding,yes,cytohesin 2
CRHBP,4.66E-11,1.115681691,0.188,0.037,1.78E-06,0.151,1.465027476,0.137543753,ENSG00000145708,5,+,protein_coding,no,corticotropin releasing hormone binding protein
ATP6V1F,4.77E-11,-0.204839124,0.137,0.374,1.82E-06,-0.237,0.276696749,0.471466818,ENSG00000128524,7,+,protein_coding,no,ATPase H+ transporting V1 subunit F
SERPINF1,4.85E-11,-0.264842119,0.006,0.131,1.85E-06,-0.125,0.007372551,0.21036271,ENSG00000132386,17,+,protein_coding,no,serpin family F member 1
LYPD5,5.01E-11,-0.162491149,0.006,0.131,1.91E-06,-0.125,0.011379474,0.131954174,ENSG00000159871,19,-,protein_coding,yes,LY6/PLAUR domain containing 5
COX5A,5.05E-11,-0.379310512,0.16,0.39,1.93E-06,-0.23,0.297869757,0.688165242,ENSG00000178741,15,-,protein_coding,no,cytochrome c oxidase subunit 5A
GNL1,5.32E-11,-0.200153482,0.151,0.396,2.03E-06,-0.245,0.36314975,0.566014467,ENSG00000204590,6,-,protein_coding,no,G protein nucleolar 1 (putative)
PSMC4,5.39E-11,-0.235182137,0.111,0.326,2.06E-06,-0.215,0.186327383,0.396372967,ENSG00000013275,19,+,protein_coding,no,"proteasome 26S subunit, ATPase 4"
LSM3,5.39E-11,-0.282537918,0.151,0.393,2.06E-06,-0.242,0.269612687,0.544271447,ENSG00000170860,3,+,protein_coding,no,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
SPTBN1,5.61E-11,0.601129034,0.84,0.856,2.14E-06,-0.016,11.14866672,7.008860843,ENSG00000115306,2,+,protein_coding,no,"spectrin beta, non-erythrocytic 1"
HNRNPH2,5.79E-11,-0.277448965,0.171,0.409,2.21E-06,-0.238,0.414258736,0.714152004,ENSG00000126945,X,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein H2
VPS29,5.83E-11,-0.336184523,0.151,0.382,2.23E-06,-0.231,0.304257398,0.646512129,ENSG00000111237,12,-,protein_coding,no,VPS29 retromer complex component
MTCH1,5.91E-11,-0.341696722,0.254,0.519,2.25E-06,-0.265,0.787540354,1.26525354,ENSG00000137409,6,-,protein_coding,no,mitochondrial carrier 1
CFB,6.05E-11,-0.150141087,0.017,0.158,2.31E-06,-0.141,0.039551662,0.153567596,ENSG00000243649,6,+,protein_coding,yes,complement factor B
HILPDA,6.07E-11,-1.323418395,0.051,0.214,2.32E-06,-0.163,0.081056597,1.705434756,ENSG00000135245,7,+,protein_coding,no,hypoxia inducible lipid droplet associated
GNAL,6.49E-11,-0.229525694,0.02,0.163,2.48E-06,-0.143,0.047599339,0.228257245,ENSG00000141404,18,+,protein_coding,yes,G protein subunit alpha L
IGFBP6,6.52E-11,-1.18636935,0.137,0.345,2.49E-06,-0.208,0.5907725,2.620268946,ENSG00000167779,12,+,protein_coding,no,insulin like growth factor binding protein 6
EFEMP1,6.58E-11,-0.554731534,0.202,0.439,2.51E-06,-0.237,1.700290106,2.966443354,ENSG00000115380,2,-,protein_coding,no,EGF containing fibulin extracellular matrix protein 1
PSMG1,6.78E-11,-0.157976658,0.054,0.233,2.59E-06,-0.179,0.12299262,0.252946753,ENSG00000183527,21,-,protein_coding,no,proteasome assembly chaperone 1
MT-TN,6.92E-11,-0.472156188,0.217,0.473,2.64E-06,-0.256,1.079355483,1.884442708,NA,NA,NA,NA,NA,NA
ZNF622,7.08E-11,-0.100756066,0.04,0.206,2.70E-06,-0.166,0.095416893,0.17465419,ENSG00000173545,5,-,protein_coding,no,zinc finger protein 622
RPL22L1,7.38E-11,-0.394326559,0.151,0.374,2.82E-06,-0.223,0.303806057,0.713630237,ENSG00000163584,3,-,protein_coding,no,ribosomal protein L22 like 1
RPS7,7.57E-11,-0.67492087,0.587,0.77,2.89E-06,-0.183,5.648376981,9.614195045,ENSG00000171863,2,+,protein_coding,no,ribosomal protein S7
USP12,7.62E-11,-0.219156923,0.16,0.404,2.91E-06,-0.244,0.42884612,0.663252816,ENSG00000152484,13,-,protein_coding,no,ubiquitin specific peptidase 12
C1orf56,8.78E-11,-0.151557411,0.057,0.235,3.35E-06,-0.178,0.140401043,0.266720889,ENSG00000143443,1,+,protein_coding,no,chromosome 1 open reading frame 56
BLVRB,9.08E-11,-0.26590346,0.068,0.249,3.46E-06,-0.181,0.070181839,0.286774644,ENSG00000090013,19,-,protein_coding,yes,biliverdin reductase B
CH25H,9.16E-11,-0.442081311,0.108,0.31,3.50E-06,-0.202,0.357850496,0.844725242,ENSG00000138135,10,-,protein_coding,no,cholesterol 25-hydroxylase
