gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
AP2S1,1.94E-07,-0.070161194,0.342,0.549,0.007396814,-0.207,0.938190717,1.034778468,ENSG00000042753,19,-,protein_coding,yes,adaptor related protein complex 2 subunit sigma 1
TRNAU1AP,1.94E-07,-0.261015943,0.1,0.24,0.007400326,-0.14,0.1376496,0.363270844,ENSG00000180098,1,+,protein_coding,no,tRNA selenocysteine 1 associated protein 1
FAM120AOS,1.95E-07,-0.252212775,0.222,0.395,0.00744172,-0.173,0.352429807,0.610787848,ENSG00000188938,9,-,protein_coding,no,family with sequence similarity 120A opposite strand
ANKRD26,1.96E-07,0.573023212,0.674,0.595,0.007469233,0.079,2.950392354,1.655480135,ENSG00000107890,10,-,protein_coding,no,ankyrin repeat domain 26
SNRPE,2.06E-07,-0.266312389,0.235,0.408,0.007873783,-0.173,0.466213014,0.763457865,ENSG00000182004,1,+,protein_coding,no,small nuclear ribonucleoprotein polypeptide E
MXRA7,2.08E-07,-0.364387886,0.758,0.872,0.007929042,-0.114,3.518803502,4.817215337,ENSG00000182534,17,-,protein_coding,no,matrix remodeling associated 7
HIST1H2AC,2.10E-07,-0.202437,0.106,0.25,0.008020305,-0.144,0.189373254,0.368540887,ENSG00000180573,6,+,protein_coding,no,H2A clustered histone 6
PDIA6,2.23E-07,-0.335134879,0.33,0.493,0.008514628,-0.163,0.603548123,1.022868488,ENSG00000143870,2,-,protein_coding,yes,protein disulfide isomerase family A member 6
CCDC107,2.27E-07,-0.219737032,0.201,0.372,0.008667126,-0.171,0.341858619,0.562622949,ENSG00000159884,9,+,protein_coding,no,coiled-coil domain containing 107
COBL,2.28E-07,0.412168086,0.348,0.188,0.008691097,0.16,0.724226986,0.295744818,ENSG00000106078,7,-,protein_coding,yes,cordon-bleu WH2 repeat protein
BX664615.2,2.30E-07,-0.211576129,0.201,0.372,0.00877029,-0.171,0.317573666,0.525687778,ENSG00000283886,9,-,protein_coding,no,Uncharacterized protein FLJ76381
COPE,2.35E-07,-0.101273949,0.464,0.678,0.008950703,-0.214,1.53446206,1.718768883,ENSG00000105669,19,-,protein_coding,no,COPI coat complex subunit epsilon
FGF12,2.36E-07,0.300225288,0.292,0.132,0.009009255,0.16,0.512329912,0.228201786,ENSG00000114279,3,-,protein_coding,no,fibroblast growth factor 12
MRPL15,2.37E-07,-0.181951867,0.405,0.605,0.009051529,-0.2,0.940695984,1.20155975,ENSG00000137547,8,+,protein_coding,no,mitochondrial ribosomal protein L15
PFDN4,2.40E-07,-0.200685089,0.1,0.237,0.009170042,-0.137,0.138065508,0.307914916,ENSG00000101132,20,+,protein_coding,no,prefoldin subunit 4
DNAJB2,2.41E-07,-0.240062488,0.466,0.635,0.009184655,-0.169,1.031569436,1.399372518,ENSG00000135924,2,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member B2
TCEAL3,2.41E-07,-0.095601693,0.258,0.441,0.009187394,-0.183,0.639731999,0.752071597,ENSG00000196507,X,+,protein_coding,no,transcription elongation factor A like 3
TRPT1,2.42E-07,-0.059398008,0.097,0.24,0.009237479,-0.143,0.204871244,0.255513022,ENSG00000149743,11,-,protein_coding,no,tRNA phosphotransferase 1
FCHSD2,2.45E-07,0.294846088,0.24,0.095,0.009363504,0.145,0.359686668,0.108361221,ENSG00000137478,11,-,protein_coding,yes,FCH and double SH3 domains 2
AC073332.1,2.50E-07,-0.159251066,0.043,0.151,0.009543636,-0.108,0.052777595,0.175644406,ENSG00000237773,7,-,lncRNA,no,novel transcript
PKIB,2.51E-07,-0.279911383,0.493,0.664,0.009577793,-0.171,1.26261761,1.747089983,ENSG00000135549,6,+,protein_coding,no,cAMP-dependent protein kinase inhibitor beta
ATP6AP1,2.52E-07,-0.326996628,0.33,0.497,0.009630197,-0.167,0.510000478,0.894143501,ENSG00000071553,X,+,protein_coding,no,ATPase H+ transporting accessory protein 1
RPL36,2.65E-07,-0.284982308,0.876,0.865,0.01012259,0.011,7.768726427,9.683775262,ENSG00000130255,19,+,protein_coding,no,ribosomal protein L36
RP1,2.70E-07,-0.4312214,0.876,0.967,0.010300248,-0.091,9.369581552,12.9820808,ENSG00000104237,8,+,protein_coding,no,RP1 axonemal microtubule associated
ENDOG,2.71E-07,-0.117592752,0.149,0.312,0.010325959,-0.163,0.276150344,0.384524954,ENSG00000167136,9,+,protein_coding,no,endonuclease G
CCDC124,2.71E-07,-0.14322676,0.269,0.451,0.010336575,-0.182,0.577631762,0.742293001,ENSG00000007080,19,+,protein_coding,yes,coiled-coil domain containing 124
CCDC172,2.73E-07,-0.172409244,0.002,0.066,0.010400607,-0.064,0.005974237,0.133671457,ENSG00000182645,10,+,protein_coding,no,coiled-coil domain containing 172
AC025164.1,2.73E-07,-0.272111554,0.043,0.151,0.010407706,-0.108,0.06771395,0.289343565,ENSG00000245904,12,+,lncRNA,no,"novel transcript, antisense to BTG1"
PXN,2.76E-07,-0.351674568,0.296,0.48,0.010544973,-0.184,0.531259535,0.953949791,ENSG00000089159,12,-,protein_coding,yes,paxillin
SRRM1,2.77E-07,-0.416769839,0.586,0.747,0.010548278,-0.161,1.646750094,2.533240175,ENSG00000133226,1,+,protein_coding,no,serine and arginine repetitive matrix 1
USP9Y,2.80E-07,0.226213971,0.367,0.188,0.010672966,0.179,0.660647134,0.419646348,ENSG00000114374,Y,+,protein_coding,no,ubiquitin specific peptidase 9 Y-linked
KCNB1,2.80E-07,0.476248453,0.794,0.799,0.010675752,-0.005,4.669544864,3.075520918,ENSG00000158445,20,-,protein_coding,yes,potassium voltage-gated channel subfamily B member 1
AC139100.2,2.83E-07,-0.131725887,0.005,0.072,0.010778149,-0.067,0.009451474,0.10595865,ENSG00000278000,18,+,lncRNA,no,novel transcript
HSBP1L1,2.85E-07,-0.196539682,0.362,0.549,0.010867276,-0.187,0.861180004,1.132812697,ENSG00000226742,18,+,protein_coding,no,heat shock factor binding protein 1 like 1
SCD5,2.85E-07,0.395412927,0.423,0.26,0.010870431,0.163,0.880314412,0.429549912,ENSG00000145284,4,-,protein_coding,no,stearoyl-CoA desaturase 5
RAPGEF4,2.85E-07,0.325720796,0.425,0.257,0.010882097,0.168,0.831508004,0.461359581,ENSG00000091428,2,+,protein_coding,yes,Rap guanine nucleotide exchange factor 4
MT1G,2.85E-07,0.645660057,0.097,0.007,0.010887221,0.09,0.572305868,0.005018349,ENSG00000125144,16,-,protein_coding,no,metallothionein 1G
TRIM44,2.88E-07,0.537336159,0.647,0.543,0.010970004,0.104,2.245866749,1.236538534,ENSG00000166326,11,+,protein_coding,no,tripartite motif containing 44
MIR22HG,2.88E-07,-0.128611179,0.095,0.237,0.010993106,-0.142,0.220312721,0.334095628,ENSG00000186594,17,-,lncRNA,no,MIR22 host gene
GTPBP6,3.06E-07,-0.211877293,0.109,0.253,0.011686571,-0.144,0.176572776,0.362699874,ENSG00000178605,X,-,protein_coding,no,GTP binding protein 6 (putative)
COA6,3.07E-07,-0.17965433,0.238,0.424,0.011723755,-0.186,0.495724933,0.694076723,ENSG00000168275,1,+,protein_coding,yes,cytochrome c oxidase assembly factor 6
AC084033.3,3.08E-07,-0.160815489,0.26,0.454,0.011751693,-0.194,0.537646528,0.718964066,ENSG00000257698,12,-,lncRNA,no,GIHCG inhibitor of miR-200b/200a/429 expression
ZNHIT3,3.22E-07,-0.115629511,0.138,0.296,0.012296663,-0.158,0.232841751,0.335719557,ENSG00000273611,17,+,protein_coding,no,zinc finger HIT-type containing 3
SSU72,3.22E-07,-0.125684889,0.339,0.53,0.012297278,-0.191,0.791647704,0.954733424,ENSG00000160075,1,-,protein_coding,no,"SSU72 homolog, RNA polymerase II CTD phosphatase"
VDAC3,3.23E-07,-0.254182136,0.391,0.572,0.012319457,-0.181,0.763088639,1.102764297,ENSG00000078668,8,+,protein_coding,no,voltage dependent anion channel 3
EMC9,3.25E-07,-0.283440815,0.21,0.382,0.012398346,-0.172,0.330950363,0.619891946,ENSG00000100908,14,-,protein_coding,no,ER membrane protein complex subunit 9
OSBPL1A,3.28E-07,-0.238984853,0.541,0.734,0.012505222,-0.193,1.560063083,2.021289047,ENSG00000141447,18,-,protein_coding,no,oxysterol binding protein like 1A
C3orf38,3.31E-07,-0.300009402,0.133,0.276,0.012637902,-0.143,0.140291874,0.40387312,ENSG00000179021,3,+,protein_coding,no,chromosome 3 open reading frame 38
DHDDS,3.33E-07,0.385572309,0.525,0.388,0.012703352,0.137,1.369469096,0.813770016,ENSG00000117682,1,+,protein_coding,no,dehydrodolichyl diphosphate synthase subunit
NXNL1,3.48E-07,-0.247219304,0.604,0.74,0.013281513,-0.136,2.054027264,2.62487751,ENSG00000171773,19,-,protein_coding,no,nucleoredoxin like 1
HEXIM2,3.62E-07,-0.128725203,0.048,0.158,0.013819283,-0.11,0.080829349,0.181700111,ENSG00000168517,17,+,protein_coding,no,HEXIM P-TEFb complex subunit 2
LAPTM4B,3.68E-07,-0.342487048,0.799,0.905,0.014031581,-0.106,5.777938488,7.594022726,ENSG00000104341,8,+,protein_coding,yes,lysosomal protein transmembrane 4 beta
SCAMP1,3.79E-07,-0.270814875,0.618,0.78,0.014452018,-0.162,1.825769174,2.409259691,ENSG00000085365,5,+,protein_coding,yes,secretory carrier membrane protein 1
TMEM208,3.81E-07,-0.179391318,0.229,0.408,0.014544688,-0.179,0.489317531,0.68651213,ENSG00000168701,16,+,protein_coding,no,transmembrane protein 208
ATP5MC1,3.82E-07,-0.17794646,0.613,0.74,0.014582094,-0.127,2.461245395,2.915611659,ENSG00000159199,17,+,protein_coding,no,ATP synthase membrane subunit c locus 1
C11orf1,3.92E-07,-0.224744162,0.093,0.227,0.014950644,-0.134,0.128013921,0.318163232,ENSG00000137720,11,+,protein_coding,no,chromosome 11 open reading frame 1
NPTX1,4.01E-07,-0.706732271,0.511,0.671,0.015299481,-0.16,1.192447781,2.578301008,ENSG00000171246,17,-,protein_coding,yes,neuronal pentraxin 1
BEX5,4.02E-07,-0.103321008,0.152,0.306,0.01532012,-0.154,0.368970196,0.470607294,ENSG00000184515,X,-,protein_coding,no,brain expressed X-linked 5
SYT13,4.06E-07,0.270918093,0.145,0.033,0.015505506,0.112,0.290048412,0.069181747,ENSG00000019505,11,-,protein_coding,yes,synaptotagmin 13
BICDL2,4.16E-07,-0.148107987,0.018,0.102,0.015857299,-0.084,0.021892965,0.132375217,ENSG00000162069,16,-,protein_coding,no,BICD family like cargo adaptor 2
LHX4,4.20E-07,-0.340201436,0.278,0.454,0.016019899,-0.176,0.507571554,0.908485088,ENSG00000121454,1,+,protein_coding,no,LIM homeobox 4
AF131216.3,4.28E-07,-0.096714884,0.127,0.28,0.016329948,-0.153,0.264032036,0.351674629,ENSG00000255020,8,-,lncRNA,no,"novel transcript, antisense to TDH"
VRK3,4.29E-07,-0.323292787,0.432,0.595,0.016356855,-0.163,0.787637013,1.236660996,ENSG00000105053,19,-,protein_coding,no,VRK serine/threonine kinase 3
POLR2H,4.35E-07,-0.201755224,0.17,0.329,0.016588504,-0.159,0.269518311,0.460068877,ENSG00000163882,3,+,protein_coding,no,RNA polymerase II subunit H
WDR83OS,4.41E-07,-0.161986201,0.337,0.536,0.016838717,-0.199,0.776965279,0.988115665,ENSG00000105583,19,-,protein_coding,no,WD repeat domain 83 opposite strand
NEIL2,4.44E-07,-0.134863746,0.24,0.424,0.016922768,-0.184,0.495489671,0.642031373,ENSG00000154328,8,+,protein_coding,no,nei like DNA glycosylase 2
UROS,4.64E-07,-0.189886419,0.253,0.431,0.017693064,-0.178,0.53113244,0.746522826,ENSG00000188690,10,-,protein_coding,no,uroporphyrinogen III synthase
HERC3,4.64E-07,-0.365108275,0.568,0.74,0.017694931,-0.172,1.462370006,2.171479109,ENSG00000138641,4,+,protein_coding,no,HECT and RLD domain containing E3 ubiquitin protein ligase 3
TAF12,4.65E-07,-0.134177325,0.14,0.293,0.017719092,-0.153,0.28125452,0.406134326,ENSG00000120656,1,-,protein_coding,no,TATA-box binding protein associated factor 12
TOP2B,4.66E-07,0.454928761,0.572,0.434,0.017778247,0.138,1.660729549,0.94112512,ENSG00000077097,3,-,protein_coding,no,DNA topoisomerase II beta
CAB39,4.68E-07,-0.37062762,0.337,0.513,0.017836647,-0.176,0.641229775,1.121970871,ENSG00000135932,2,+,protein_coding,no,calcium binding protein 39
C21orf2,4.78E-07,-0.094265361,0.084,0.22,0.018229013,-0.136,0.189357478,0.269664886,ENSG00000160226,21,-,protein_coding,yes,cilia and flagella associated protein 410
KDM5D,4.80E-07,0.315106748,0.219,0.079,0.018312028,0.14,0.396874988,0.122796262,ENSG00000012817,Y,-,protein_coding,no,lysine demethylase 5D
PLXDC1,4.83E-07,0.412270491,0.201,0.072,0.018409824,0.129,0.493704717,0.12242923,ENSG00000161381,17,-,protein_coding,yes,plexin domain containing 1
MRPL27,4.83E-07,-0.176103824,0.278,0.454,0.018430689,-0.176,0.625341786,0.836357506,ENSG00000108826,17,-,protein_coding,no,mitochondrial ribosomal protein L27
EIF3E,4.84E-07,-0.156675911,0.477,0.641,0.018468505,-0.164,1.464498016,1.747214827,ENSG00000104408,8,-,protein_coding,no,eukaryotic translation initiation factor 3 subunit E
IKBKB,4.86E-07,0.361867804,0.437,0.27,0.018527326,0.167,0.923968487,0.49714854,ENSG00000104365,8,+,protein_coding,no,inhibitor of nuclear factor kappa B kinase subunit beta
C1orf115,5.00E-07,0.404586479,0.274,0.128,0.019075895,0.146,0.510426166,0.141055674,ENSG00000162817,1,+,protein_coding,no,chromosome 1 open reading frame 115
LRRC75A,5.08E-07,-0.129473562,0.077,0.204,0.019382211,-0.127,0.149497755,0.257429234,ENSG00000181350,17,-,protein_coding,no,leucine rich repeat containing 75A
DNAJC25,5.12E-07,-0.313726416,0.242,0.398,0.019529387,-0.156,0.394613521,0.733384598,ENSG00000059769,9,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member C25
AC005593.1,5.20E-07,-0.099468796,0.005,0.069,0.019837735,-0.064,0.002613532,0.074178989,ENSG00000279584,5,+,TEC,no,TEC
PSME1,5.35E-07,-0.080439045,0.281,0.464,0.020411657,-0.183,0.766269015,0.867546464,ENSG00000092010,14,+,protein_coding,no,proteasome activator subunit 1
RPL3,5.36E-07,-0.043225949,0.964,0.957,0.020452135,0.007,20.77741438,21.43978141,ENSG00000100316,22,-,protein_coding,no,ribosomal protein L3
PSMA1,5.44E-07,-0.150462317,0.305,0.48,0.020743217,-0.175,0.649530231,0.830854997,ENSG00000129084,11,-,protein_coding,no,proteasome 20S subunit alpha 1
FMC1,5.53E-07,-0.088133561,0.335,0.523,0.021084104,-0.188,0.839145938,0.955001243,ENSG00000164898,7,+,protein_coding,no,formation of mitochondrial complex V assembly factor 1 homolog
RLF,5.65E-07,-0.271724066,0.156,0.309,0.021560198,-0.153,0.296334101,0.564998912,ENSG00000117000,1,+,protein_coding,no,rearranged L-myc fusion
NABP1,5.89E-07,-0.123481171,0.002,0.062,0.022463195,-0.06,0.00293862,0.092561497,ENSG00000173559,2,+,protein_coding,no,nucleic acid binding protein 1
C6orf226,5.95E-07,-0.176632231,0.167,0.326,0.022677428,-0.159,0.283494237,0.450659621,ENSG00000221821,6,-,protein_coding,no,chromosome 6 open reading frame 226
NPPC,5.96E-07,-0.321640074,0.285,0.441,0.022716699,-0.156,0.538788551,0.923101721,ENSG00000163273,2,-,protein_coding,no,natriuretic peptide C
ATRX,6.00E-07,0.413445275,0.771,0.78,0.022868842,-0.009,4.02476326,2.772733911,ENSG00000085224,X,-,protein_coding,no,ATRX chromatin remodeler
JAM3,6.01E-07,-0.229586279,0.179,0.336,0.022932973,-0.157,0.372604372,0.609376792,ENSG00000166086,11,+,protein_coding,yes,junctional adhesion molecule 3
TTC32,6.15E-07,-0.183825666,0.258,0.441,0.023457022,-0.183,0.484624028,0.68637255,ENSG00000183891,2,-,protein_coding,no,tetratricopeptide repeat domain 32
SBK1,6.18E-07,0.334354808,0.14,0.033,0.023562574,0.107,0.304716538,0.034821256,ENSG00000188322,16,+,protein_coding,no,SH3 domain binding kinase 1
HMBOX1,6.37E-07,0.275393074,0.326,0.164,0.024282576,0.162,0.538234609,0.270928159,ENSG00000147421,8,+,protein_coding,no,homeobox containing 1
UBR5-AS1,6.40E-07,0.371052295,0.299,0.158,0.024416118,0.141,0.492794037,0.154255681,ENSG00000246263,8,+,lncRNA,no,UBR5 antisense RNA 1
PRKAA2,6.40E-07,-0.311024104,0.229,0.391,0.024419063,-0.162,0.419418407,0.760913479,ENSG00000162409,1,+,protein_coding,no,protein kinase AMP-activated catalytic subunit alpha 2
STARD4,6.40E-07,-0.256697704,0.072,0.191,0.024425406,-0.119,0.088698795,0.300712911,ENSG00000164211,5,-,protein_coding,no,StAR related lipid transfer domain containing 4
LINC00685,6.46E-07,-0.273949027,0.068,0.188,0.024649089,-0.12,0.091501886,0.319749071,ENSG00000226179,X,+,lncRNA,no,long intergenic non-protein coding RNA 685
ULK1,6.70E-07,-0.39839986,0.176,0.326,0.025571148,-0.15,0.26513351,0.667503167,ENSG00000177169,12,+,protein_coding,no,unc-51 like autophagy activating kinase 1
MATN2,7.07E-07,0.434892061,0.437,0.283,0.026960514,0.154,1.025587106,0.498426237,ENSG00000132561,8,+,protein_coding,no,matrilin 2
CTSF,7.07E-07,-0.245058668,0.324,0.513,0.026975359,-0.189,0.630668244,0.932571736,ENSG00000174080,11,-,protein_coding,no,cathepsin F
HMGCS1,7.09E-07,-0.40789538,0.208,0.362,0.027053753,-0.154,0.364308581,0.810094943,ENSG00000112972,5,-,protein_coding,no,3-hydroxy-3-methylglutaryl-CoA synthase 1
LIMCH1,7.17E-07,-0.395101461,0.24,0.395,0.027335331,-0.155,0.452094389,0.909555293,ENSG00000064042,4,+,protein_coding,no,LIM and calponin homology domains 1
CFAP221,7.18E-07,0.337292113,0.276,0.132,0.027371486,0.144,0.458281757,0.154267319,ENSG00000163075,2,+,protein_coding,no,cilia and flagella associated protein 221
RAN,7.20E-07,-0.172731843,0.602,0.747,0.027476003,-0.145,1.851801006,2.214524083,ENSG00000132341,12,+,protein_coding,no,"RAN, member RAS oncogene family"
CEP70,7.28E-07,0.337135115,0.468,0.312,0.027757883,0.156,0.96452596,0.555141783,ENSG00000114107,3,-,protein_coding,no,centrosomal protein 70
POLR2K,7.38E-07,-0.145250811,0.491,0.681,0.028143127,-0.19,1.414212983,1.669933423,ENSG00000147669,8,+,protein_coding,no,RNA polymerase II subunit K
BMPR2,7.50E-07,0.518768742,0.604,0.487,0.028598769,0.117,1.814805126,0.964641805,ENSG00000204217,2,+,protein_coding,yes,bone morphogenetic protein receptor type 2
PITHD1,7.52E-07,-0.273005266,0.222,0.378,0.028687915,-0.156,0.372022083,0.657844816,ENSG00000057757,1,+,protein_coding,no,PITH domain containing 1
ATG2A,7.59E-07,-0.173622849,0.029,0.122,0.028963142,-0.093,0.046621006,0.180470483,ENSG00000110046,11,-,protein_coding,no,autophagy related 2A
RPL31,7.68E-07,-0.212299056,0.667,0.799,0.029291923,-0.132,3.340292582,4.028371897,ENSG00000071082,2,+,protein_coding,no,ribosomal protein L31
RPP30,7.68E-07,-0.194057673,0.104,0.24,0.029310349,-0.136,0.145686798,0.310639007,ENSG00000148688,10,+,protein_coding,no,ribonuclease P/MRP subunit p30
AC026356.1,7.71E-07,-0.287806489,0.025,0.112,0.029402398,-0.087,0.033372268,0.261523045,ENSG00000274964,12,+,lncRNA,no,"novel transcript, sense intronic to BICD1"
SALL2,7.99E-07,0.210695334,0.179,0.056,0.030485266,0.123,0.257135761,0.086316973,ENSG00000165821,14,-,protein_coding,no,spalt like transcription factor 2
AC091271.1,7.99E-07,-0.216667085,0.097,0.23,0.030493769,-0.133,0.168788949,0.358186434,ENSG00000273702,17,-,lncRNA,no,novel transcript
MLYCD,8.06E-07,-0.239115286,0.283,0.451,0.030742006,-0.168,0.434898541,0.693565771,ENSG00000103150,16,+,protein_coding,no,malonyl-CoA decarboxylase
LSMEM1,8.07E-07,-0.123873772,0.009,0.079,0.030777579,-0.07,0.012677225,0.103470593,ENSG00000181016,7,+,protein_coding,no,leucine rich single-pass membrane protein 1
MGST3,8.26E-07,-0.240911538,0.742,0.865,0.031511323,-0.123,4.197786352,5.14242728,ENSG00000143198,1,+,protein_coding,no,microsomal glutathione S-transferase 3
AP1S2,8.42E-07,-0.242256742,0.339,0.526,0.032106675,-0.187,0.703164288,1.014573367,ENSG00000182287,X,-,protein_coding,no,adaptor related protein complex 1 subunit sigma 2
IFT172,8.54E-07,0.309148844,0.344,0.181,0.032577378,0.163,0.709545032,0.379804224,ENSG00000138002,2,-,protein_coding,no,intraflagellar transport 172
IFT22,8.65E-07,-0.23994461,0.52,0.651,0.032986385,-0.131,1.437721855,1.878821091,ENSG00000128581,7,-,protein_coding,no,intraflagellar transport 22
GPX3,8.73E-07,0.798841351,0.287,0.141,0.0333172,0.146,1.69262619,0.547750159,ENSG00000211445,5,+,protein_coding,no,glutathione peroxidase 3
PPP1R7,8.76E-07,-0.202947371,0.296,0.461,0.033407617,-0.165,0.609232372,0.852302899,ENSG00000115685,2,+,protein_coding,no,protein phosphatase 1 regulatory subunit 7
SLC9A9,8.83E-07,0.161167304,0.084,0.003,0.033690654,0.081,0.120428765,0.002000775,ENSG00000181804,3,-,protein_coding,yes,solute carrier family 9 member A9
PFKL,8.99E-07,-0.360370434,0.412,0.586,0.034288673,-0.174,0.898459258,1.437157475,ENSG00000141959,21,+,protein_coding,no,"phosphofructokinase, liver type"
EIF1AX,9.00E-07,-0.269979329,0.652,0.793,0.034339897,-0.141,2.177680238,2.831616805,ENSG00000173674,X,-,protein_coding,no,eukaryotic translation initiation factor 1A X-linked
HERC5,9.11E-07,0.171953722,0.09,0.007,0.034741387,0.083,0.130643836,0.00360448,ENSG00000138646,4,+,protein_coding,no,HECT and RLD domain containing E3 ubiquitin protein ligase 5
NBEA,9.11E-07,0.379462847,0.719,0.668,0.034752262,0.051,3.175867889,2.210088836,ENSG00000172915,13,+,protein_coding,yes,neurobeachin
UBE2N,9.23E-07,-0.268150165,0.493,0.681,0.035218413,-0.188,1.14530809,1.58351456,ENSG00000177889,12,-,protein_coding,no,ubiquitin conjugating enzyme E2 N
CENPX,9.29E-07,-0.099589029,0.253,0.424,0.035439935,-0.171,0.500995961,0.608269436,ENSG00000169689,17,-,protein_coding,no,centromere protein X
MAB21L1,9.31E-07,-0.357315863,0.364,0.523,0.035505639,-0.159,0.720154543,1.203587293,ENSG00000180660,13,-,protein_coding,no,mab-21 like 1
AC100810.1,9.31E-07,-0.138051044,0.152,0.303,0.035517422,-0.151,0.249690267,0.375181092,ENSG00000253982,8,-,lncRNA,no,novel transcript
EMC3,9.71E-07,-0.193100388,0.281,0.454,0.03703854,-0.173,0.558744863,0.781985001,ENSG00000125037,3,-,protein_coding,no,ER membrane protein complex subunit 3
PFDN6,9.78E-07,0.021172072,0.251,0.421,0.037322034,-0.17,0.649104576,0.625080084,ENSG00000204220,6,+,protein_coding,no,prefoldin subunit 6
CAPN7,1.00E-06,0.409545651,0.516,0.365,0.038158008,0.151,1.242525576,0.688308781,ENSG00000131375,3,+,protein_coding,no,calpain 7
NME3,1.01E-06,-0.417851734,0.414,0.576,0.038457595,-0.162,0.768472847,1.362567916,ENSG00000103024,16,-,protein_coding,no,NME/NM23 nucleoside diphosphate kinase 3
IGSF11,1.05E-06,0.224061246,0.305,0.148,0.040018911,0.157,0.477262609,0.264761246,ENSG00000144847,3,-,protein_coding,yes,immunoglobulin superfamily member 11
ATP5MPL,1.07E-06,-0.028256344,0.735,0.855,0.04089354,-0.12,4.644073675,4.75570705,ENSG00000156411,14,-,protein_coding,no,ATP synthase membrane subunit 6.8PL
EXOC6,1.10E-06,-0.254920058,0.495,0.648,0.042085874,-0.153,1.250309773,1.685226288,ENSG00000138190,10,+,protein_coding,yes,exocyst complex component 6
SLC17A6,1.11E-06,-0.143440025,0,0.053,0.042262795,-0.053,0,0.104535681,ENSG00000091664,11,+,protein_coding,no,solute carrier family 17 member 6
SNAI1,1.11E-06,-0.058040762,0,0.053,0.042262795,-0.053,0,0.041051011,ENSG00000124216,20,+,protein_coding,no,snail family transcriptional repressor 1
CD164,1.12E-06,-0.392034868,0.199,0.349,0.042824422,-0.15,0.263802554,0.658416017,ENSG00000135535,6,-,protein_coding,yes,CD164 molecule
AC005280.2,1.13E-06,-0.130828191,0.086,0.211,0.04306987,-0.125,0.134305256,0.241975859,ENSG00000284930,14,-,lncRNA,no,novel transcript
SPCS1,1.15E-06,-0.263079023,0.751,0.855,0.043710685,-0.104,3.359330509,4.231358393,ENSG00000114902,3,+,protein_coding,no,signal peptidase complex subunit 1
AC093591.2,1.15E-06,-0.100111852,0.007,0.072,0.043722985,-0.065,0.01447951,0.087376518,ENSG00000261668,4,-,lncRNA,no,"novel transcript, antisense HSPA4L"
ABCA1,1.16E-06,0.201306893,0.14,0.033,0.044154424,0.107,0.200467143,0.044121082,ENSG00000165029,9,-,protein_coding,yes,ATP binding cassette subfamily A member 1
PSMC5,1.16E-06,-0.276945614,0.398,0.549,0.044334866,-0.151,0.764528904,1.137950835,ENSG00000087191,17,+,protein_coding,no,"proteasome 26S subunit, ATPase 5"
ELOC,1.17E-06,-0.182589673,0.443,0.618,0.0444746,-0.175,1.171762369,1.464774954,ENSG00000154582,8,-,protein_coding,no,elongin C
ZNF124,1.17E-06,-0.131559605,0.036,0.132,0.044601057,-0.096,0.045370243,0.145179384,ENSG00000196418,1,-,protein_coding,no,zinc finger protein 124
EBAG9,1.17E-06,-0.16355188,0.231,0.405,0.044621966,-0.174,0.407632137,0.576606073,ENSG00000147654,8,+,protein_coding,no,estrogen receptor binding site associated antigen 9
ELAVL3,1.17E-06,-0.113845302,0.005,0.066,0.044717191,-0.061,0.004055814,0.086497437,ENSG00000196361,19,-,protein_coding,no,ELAV like RNA binding protein 3
FGGY,1.17E-06,-0.224233853,0.14,0.28,0.044785207,-0.14,0.182911109,0.381825574,ENSG00000172456,1,+,protein_coding,no,FGGY carbohydrate kinase domain containing
VAX2,1.18E-06,0.500087636,0.242,0.115,0.044934891,0.127,0.570557959,0.110484725,ENSG00000116035,2,+,protein_coding,no,ventral anterior homeobox 2
PSMD8,1.21E-06,-0.206769547,0.439,0.595,0.046171315,-0.156,1.153789538,1.485690766,ENSG00000099341,19,+,protein_coding,no,"proteasome 26S subunit, non-ATPase 8"
CLEC2L,1.21E-06,-0.123886224,0.011,0.082,0.046236882,-0.071,0.012257361,0.103022606,ENSG00000236279,7,+,protein_coding,no,C-type lectin domain family 2 member L
MT2A,1.22E-06,0.624478726,0.235,0.099,0.046572939,0.136,0.96455449,0.274316337,ENSG00000125148,16,+,protein_coding,no,metallothionein 2A
CHCHD3,1.22E-06,-0.230595262,0.242,0.408,0.04668995,-0.166,0.33465488,0.565975883,ENSG00000106554,7,-,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 3
TTR,1.24E-06,-0.679955007,0.423,0.582,0.047378192,-0.159,4.106422305,7.180947039,ENSG00000118271,18,+,protein_coding,no,transthyretin
XKR4,1.25E-06,0.255558899,0.217,0.086,0.047604718,0.131,0.313056746,0.099898478,ENSG00000206579,8,+,protein_coding,yes,XK related 4
MTFP1,1.28E-06,-0.126907811,0.034,0.128,0.04884888,-0.094,0.065927976,0.163940872,ENSG00000242114,22,+,protein_coding,no,mitochondrial fission process 1
DNM1,1.29E-06,0.479544641,0.638,0.572,0.049306419,0.066,2.249959616,1.330883906,ENSG00000106976,9,+,protein_coding,yes,dynamin 1
